date,Candidate,search interest (indexed 1-100),
Oct 26 2015,Rand Paul,0.71,
Oct 27 2015,Rand Paul,0.81,
Oct 28 2015,Rand Paul,1.29,
Oct 29 2015,Rand Paul,4.18,
Oct 30 2015,Rand Paul,1.83,
Oct 31 2015,Rand Paul,1.27,
Nov 1 2015,Rand Paul,0.78,
Nov 2 2015,Rand Paul,0.86,
Nov 3 2015,Rand Paul,0.99,
Nov 4 2015,Rand Paul,1.03,
Nov 5 2015,Rand Paul,0.85,
Nov 6 2015,Rand Paul,1.07,
Nov 7 2015,Rand Paul,0.78,
Nov 8 2015,Rand Paul,0.67,
Nov 9 2015,Rand Paul,0.78,
Nov 10 2015,Rand Paul,0.82,
Nov 11 2015,Rand Paul,5.97,
Nov 12 2015,Rand Paul,2.12,
Nov 13 2015,Rand Paul,1.75,
Nov 14 2015,Rand Paul,1.32,
Nov 15 2015,Rand Paul,1.01,
Nov 16 2015,Rand Paul,1.08,
Nov 17 2015,Rand Paul,1.00,
Nov 18 2015,Rand Paul,0.96,
Nov 19 2015,Rand Paul,1.02,
Nov 20 2015,Rand Paul,0.91,
Nov 21 2015,Rand Paul,0.74,
Nov 22 2015,Rand Paul,0.64,
Nov 23 2015,Rand Paul,0.62,
Nov 24 2015,Rand Paul,0.71,
Nov 25 2015,Rand Paul,0.60,
Nov 26 2015,Rand Paul,0.62,
Nov 27 2015,Rand Paul,0.54,
Nov 28 2015,Rand Paul,0.55,
Nov 29 2015,Rand Paul,0.56,
Nov 30 2015,Rand Paul,0.54,
Dec 1 2015,Rand Paul,0.67,
Dec 2 2015,Rand Paul,0.58,
Dec 3 2015,Rand Paul,0.69,
Dec 4 2015,Rand Paul,0.61,
Dec 5 2015,Rand Paul,0.63,
Dec 6 2015,Rand Paul,0.63,
Dec 7 2015,Rand Paul,0.70,
Dec 8 2015,Rand Paul,0.87,
Dec 9 2015,Rand Paul,1.06,
Dec 10 2015,Rand Paul,0.83,
Dec 11 2015,Rand Paul,0.87,
Dec 12 2015,Rand Paul,0.83,
Dec 13 2015,Rand Paul,1.02,
Dec 14 2015,Rand Paul,0.86,
Dec 15 2015,Rand Paul,0.93,
Dec 16 2015,Rand Paul,6.22,
Dec 17 2015,Rand Paul,1.95,
Dec 18 2015,Rand Paul,1.28,
Dec 19 2015,Rand Paul,1.17,
Dec 20 2015,Rand Paul,1.17,
Dec 21 2015,Rand Paul,0.96,
Dec 22 2015,Rand Paul,0.97,
Dec 23 2015,Rand Paul,1.51,
Dec 24 2015,Rand Paul,1.38,
Dec 25 2015,Rand Paul,0.92,
Dec 26 2015,Rand Paul,0.62,
Dec 27 2015,Rand Paul,0.64,
Dec 28 2015,Rand Paul,0.61,
Dec 29 2015,Rand Paul,0.83,
Dec 30 2015,Rand Paul,0.77,
Dec 31 2015,Rand Paul,0.70,
Jan 1 2016,Rand Paul,0.67,
Jan 2 2016,Rand Paul,0.65,
Jan 3 2016,Rand Paul,0.94,
Jan 4 2016,Rand Paul,0.77,
Jan 5 2016,Rand Paul,0.83,
Jan 6 2016,Rand Paul,1.06,
Jan 7 2016,Rand Paul,1.84,
Jan 8 2016,Rand Paul,1.39,
Jan 9 2016,Rand Paul,0.95,
Jan 10 2016,Rand Paul,0.86,
Jan 11 2016,Rand Paul,0.88,
Jan 12 2016,Rand Paul,1.89,
Jan 13 2016,Rand Paul,1.97,
Jan 14 2016,Rand Paul,2.90,
Jan 15 2016,Rand Paul,4.77,
Jan 16 2016,Rand Paul,2.02,
Jan 17 2016,Rand Paul,1.20,
Jan 18 2016,Rand Paul,1.53,
Jan 19 2016,Rand Paul,1.30,
Jan 20 2016,Rand Paul,1.23,
Jan 21 2016,Rand Paul,1.33,
Jan 22 2016,Rand Paul,2.93,
Jan 23 2016,Rand Paul,1.22,
Jan 24 2016,Rand Paul,1.14,
Jan 25 2016,Rand Paul,1.22,
Jan 26 2016,Rand Paul,1.83,
Jan 27 2016,Rand Paul,1.95,
Jan 28 2016,Rand Paul,1.98,
Jan 29 2016,Rand Paul,7.42,
Jan 30 2016,Rand Paul,2.96,
Jan 31 2016,Rand Paul,2.71,
Feb 1 2016,Rand Paul,2.74,
Feb 2 2016,Rand Paul,4.66,
Feb 3 2016,Rand Paul,8.65,
Feb 4 2016,Rand Paul,3.94,
Feb 5 2016,Rand Paul,1.53,
Feb 6 2016,Rand Paul,1.20,
Feb 7 2016,Rand Paul,1.36,
Feb 8 2016,Rand Paul,0.74,
Feb 9 2016,Rand Paul,0.89,
Feb 10 2016,Rand Paul,1.41,
Feb 11 2016,Rand Paul,0.77,
Feb 12 2016,Rand Paul,0.61,
Feb 13 2016,Rand Paul,0.54,
Feb 14 2016,Rand Paul,0.65,
Feb 15 2016,Rand Paul,0.61,
Feb 16 2016,Rand Paul,0.51,
Feb 17 2016,Rand Paul,0.55,
Feb 18 2016,Rand Paul,0.46,
Feb 19 2016,Rand Paul,0.49,
Feb 20 2016,Rand Paul,0.58,
Feb 21 2016,Rand Paul,0.67,
Feb 22 2016,Rand Paul,0.44,
Feb 23 2016,Rand Paul,0.44,
Feb 24 2016,Rand Paul,0.54,
Feb 25 2016,Rand Paul,0.46,
Feb 26 2016,Rand Paul,0.60,
Feb 27 2016,Rand Paul,0.55,
Feb 28 2016,Rand Paul,0.55,
Feb 29 2016,Rand Paul,0.46,
Mar 1 2016,Rand Paul,0.81,
Mar 2 2016,Rand Paul,0.91,
Mar 3 2016,Rand Paul,0.61,
Mar 4 2016,Rand Paul,0.60,
Mar 5 2016,Rand Paul,0.71,
Mar 6 2016,Rand Paul,0.79,
Mar 7 2016,Rand Paul,0.56,
Mar 8 2016,Rand Paul,0.48,
Mar 9 2016,Rand Paul,0.49,
Mar 10 2016,Rand Paul,0.46,
Mar 11 2016,Rand Paul,0.51,
Mar 12 2016,Rand Paul,0.46,
Mar 13 2016,Rand Paul,0.46,
Mar 14 2016,Rand Paul,0.46,
Mar 15 2016,Rand Paul,0.48,
Mar 16 2016,Rand Paul,0.57,
Mar 17 2016,Rand Paul,0.42,
Mar 18 2016,Rand Paul,0.00,
Mar 19 2016,Rand Paul,0.00,
Mar 20 2016,Rand Paul,0.00,
Mar 21 2016,Rand Paul,0.00,
Jan 1 2015,Marco Rubio,0.00,
Jan 2 2015,Marco Rubio,0.00,
Jan 3 2015,Marco Rubio,0.00,
Jan 4 2015,Marco Rubio,0.00,
Jan 5 2015,Marco Rubio,0.00,
Jan 6 2015,Marco Rubio,0.00,
Jan 7 2015,Marco Rubio,0.00,
Jan 8 2015,Marco Rubio,0.00,
Jan 9 2015,Marco Rubio,0.00,
Jan 10 2015,Marco Rubio,0.00,
Jan 11 2015,Marco Rubio,0.00,
Jan 12 2015,Marco Rubio,0.63,
Jan 13 2015,Marco Rubio,0.61,
Jan 14 2015,Marco Rubio,1.29,
Jan 15 2015,Marco Rubio,1.01,
Jan 16 2015,Marco Rubio,0.65,
Jan 17 2015,Marco Rubio,0.55,
Jan 18 2015,Marco Rubio,0.71,
Jan 19 2015,Marco Rubio,0.53,
Jan 20 2015,Marco Rubio,0.57,
Jan 21 2015,Marco Rubio,1.28,
Jan 22 2015,Marco Rubio,0.49,
Jan 23 2015,Marco Rubio,1.30,
Jan 24 2015,Marco Rubio,1.33,
Jan 25 2015,Marco Rubio,0.78,
Jan 26 2015,Marco Rubio,0.52,
Jan 27 2015,Marco Rubio,0.48,
Jan 28 2015,Marco Rubio,0.77,
Jan 29 2015,Marco Rubio,0.52,
Jan 30 2015,Marco Rubio,0.77,
Jan 31 2015,Marco Rubio,0.68,
Feb 1 2015,Marco Rubio,0.51,
Feb 2 2015,Marco Rubio,0.51,
Feb 3 2015,Marco Rubio,0.51,
Feb 4 2015,Marco Rubio,0.46,
Feb 5 2015,Marco Rubio,0.45,
Feb 6 2015,Marco Rubio,0.45,
Feb 7 2015,Marco Rubio,0.45,
Feb 8 2015,Marco Rubio,0.45,
Feb 9 2015,Marco Rubio,0.45,
Feb 10 2015,Marco Rubio,0.47,
Feb 11 2015,Marco Rubio,0.49,
Feb 12 2015,Marco Rubio,0.00,
Feb 13 2015,Marco Rubio,0.00,
Feb 14 2015,Marco Rubio,0.00,
Feb 15 2015,Marco Rubio,0.00,
Feb 16 2015,Marco Rubio,0.00,
Feb 17 2015,Marco Rubio,0.44,
Feb 18 2015,Marco Rubio,0.46,
Feb 19 2015,Marco Rubio,0.48,
Feb 20 2015,Marco Rubio,0.53,
Feb 21 2015,Marco Rubio,0.58,
Feb 22 2015,Marco Rubio,0.62,
Feb 23 2015,Marco Rubio,0.67,
Feb 24 2015,Marco Rubio,0.71,
Feb 25 2015,Marco Rubio,0.59,
Feb 26 2015,Marco Rubio,0.58,
Feb 27 2015,Marco Rubio,0.55,
Feb 28 2015,Marco Rubio,0.71,
Mar 1 2015,Marco Rubio,0.57,
Mar 2 2015,Marco Rubio,0.56,
Mar 3 2015,Marco Rubio,0.50,
Mar 4 2015,Marco Rubio,0.51,
Mar 5 2015,Marco Rubio,0.51,
Mar 6 2015,Marco Rubio,0.52,
Mar 7 2015,Marco Rubio,0.53,
Mar 8 2015,Marco Rubio,0.54,
Mar 9 2015,Marco Rubio,0.55,
Mar 10 2015,Marco Rubio,0.56,
Mar 11 2015,Marco Rubio,0.60,
Mar 12 2015,Marco Rubio,0.80,
Mar 13 2015,Marco Rubio,0.58,
Mar 14 2015,Marco Rubio,0.64,
Mar 15 2015,Marco Rubio,0.51,
Mar 16 2015,Marco Rubio,0.51,
Mar 17 2015,Marco Rubio,0.48,
Mar 18 2015,Marco Rubio,0.46,
Mar 19 2015,Marco Rubio,0.56,
Mar 20 2015,Marco Rubio,0.56,
Mar 21 2015,Marco Rubio,0.61,
Mar 22 2015,Marco Rubio,0.66,
Mar 23 2015,Marco Rubio,0.95,
Mar 24 2015,Marco Rubio,0.70,
Mar 25 2015,Marco Rubio,0.52,
Mar 26 2015,Marco Rubio,0.52,
Mar 27 2015,Marco Rubio,0.53,
Mar 28 2015,Marco Rubio,0.61,
Mar 29 2015,Marco Rubio,0.70,
Mar 30 2015,Marco Rubio,1.06,
Mar 31 2015,Marco Rubio,0.83,
Apr 1 2015,Marco Rubio,0.55,
Apr 2 2015,Marco Rubio,0.52,
Apr 3 2015,Marco Rubio,0.58,
Apr 4 2015,Marco Rubio,0.60,
Apr 5 2015,Marco Rubio,0.62,
Apr 6 2015,Marco Rubio,0.48,
Apr 7 2015,Marco Rubio,0.75,
Apr 8 2015,Marco Rubio,0.64,
Apr 9 2015,Marco Rubio,0.66,
Apr 10 2015,Marco Rubio,1.00,
Apr 11 2015,Marco Rubio,1.63,
Apr 12 2015,Marco Rubio,2.17,
Apr 13 2015,Marco Rubio,20.81,
Apr 14 2015,Marco Rubio,23.13,
Apr 15 2015,Marco Rubio,7.62,
Apr 16 2015,Marco Rubio,4.23,
Apr 17 2015,Marco Rubio,2.99,
Apr 18 2015,Marco Rubio,2.97,
Apr 19 2015,Marco Rubio,3.02,
Apr 20 2015,Marco Rubio,2.41,
Apr 21 2015,Marco Rubio,1.89,
Apr 22 2015,Marco Rubio,1.54,
Apr 23 2015,Marco Rubio,1.80,
Apr 24 2015,Marco Rubio,2.04,
Apr 25 2015,Marco Rubio,1.34,
Apr 26 2015,Marco Rubio,1.22,
Apr 27 2015,Marco Rubio,1.06,
Apr 28 2015,Marco Rubio,0.90,
Apr 29 2015,Marco Rubio,0.91,
Apr 30 2015,Marco Rubio,0.90,
May 1 2015,Marco Rubio,0.77,
May 2 2015,Marco Rubio,0.63,
May 3 2015,Marco Rubio,0.63,
May 4 2015,Marco Rubio,0.76,
May 5 2015,Marco Rubio,0.91,
May 6 2015,Marco Rubio,0.99,
May 7 2015,Marco Rubio,0.82,
May 8 2015,Marco Rubio,0.79,
May 9 2015,Marco Rubio,0.73,
May 10 2015,Marco Rubio,1.39,
May 11 2015,Marco Rubio,0.91,
May 12 2015,Marco Rubio,0.67,
May 13 2015,Marco Rubio,0.75,
May 14 2015,Marco Rubio,1.56,
May 15 2015,Marco Rubio,1.89,
May 16 2015,Marco Rubio,1.23,
May 17 2015,Marco Rubio,1.39,
May 18 2015,Marco Rubio,1.25,
May 19 2015,Marco Rubio,0.91,
May 20 2015,Marco Rubio,0.72,
May 21 2015,Marco Rubio,0.76,
May 22 2015,Marco Rubio,0.95,
May 23 2015,Marco Rubio,1.02,
May 24 2015,Marco Rubio,0.74,
May 25 2015,Marco Rubio,0.69,
May 26 2015,Marco Rubio,0.61,
May 27 2015,Marco Rubio,0.92,
May 28 2015,Marco Rubio,1.08,
May 29 2015,Marco Rubio,0.87,
May 30 2015,Marco Rubio,0.69,
May 31 2015,Marco Rubio,0.71,
Jun 1 2015,Marco Rubio,0.69,
Jun 2 2015,Marco Rubio,0.69,
Jun 3 2015,Marco Rubio,0.60,
Jun 4 2015,Marco Rubio,1.00,
Jun 5 2015,Marco Rubio,2.18,
Jun 6 2015,Marco Rubio,1.84,
Jun 7 2015,Marco Rubio,1.01,
Jun 8 2015,Marco Rubio,0.76,
Jun 9 2015,Marco Rubio,2.08,
Jun 10 2015,Marco Rubio,3.01,
Jun 11 2015,Marco Rubio,2.35,
Jun 12 2015,Marco Rubio,1.90,
Jun 13 2015,Marco Rubio,1.26,
Jun 14 2015,Marco Rubio,1.33,
Jun 15 2015,Marco Rubio,1.39,
Jun 16 2015,Marco Rubio,1.45,
Jun 17 2015,Marco Rubio,1.58,
Jun 18 2015,Marco Rubio,1.20,
Jun 19 2015,Marco Rubio,1.05,
Jun 20 2015,Marco Rubio,0.74,
Jun 21 2015,Marco Rubio,0.83,
Jun 22 2015,Marco Rubio,1.01,
Jun 23 2015,Marco Rubio,0.73,
Jun 24 2015,Marco Rubio,0.86,
Jun 25 2015,Marco Rubio,0.81,
Jun 26 2015,Marco Rubio,1.06,
Jun 27 2015,Marco Rubio,0.91,
Jun 28 2015,Marco Rubio,0.75,
Jun 29 2015,Marco Rubio,0.72,
Jun 30 2015,Marco Rubio,1.07,
Jul 1 2015,Marco Rubio,0.91,
Jul 2 2015,Marco Rubio,1.00,
Jul 3 2015,Marco Rubio,0.92,
Jul 4 2015,Marco Rubio,1.11,
Jul 5 2015,Marco Rubio,0.79,
Jul 6 2015,Marco Rubio,0.81,
Jul 7 2015,Marco Rubio,1.11,
Jul 8 2015,Marco Rubio,0.92,
Jul 9 2015,Marco Rubio,0.92,
Jul 10 2015,Marco Rubio,0.93,
Jul 11 2015,Marco Rubio,0.71,
Jul 12 2015,Marco Rubio,0.70,
Jul 13 2015,Marco Rubio,0.73,
Jul 14 2015,Marco Rubio,0.78,
Jul 15 2015,Marco Rubio,0.72,
Jul 16 2015,Marco Rubio,0.76,
Jul 17 2015,Marco Rubio,0.71,
Jul 18 2015,Marco Rubio,0.83,
Jul 19 2015,Marco Rubio,0.80,
Jul 20 2015,Marco Rubio,0.83,
Jul 21 2015,Marco Rubio,0.89,
Jul 22 2015,Marco Rubio,1.16,
Jul 23 2015,Marco Rubio,1.34,
Jul 24 2015,Marco Rubio,1.01,
Jul 25 2015,Marco Rubio,0.74,
Jul 26 2015,Marco Rubio,0.80,
Jul 27 2015,Marco Rubio,0.71,
Jul 28 2015,Marco Rubio,0.67,
Jul 29 2015,Marco Rubio,0.81,
Jul 30 2015,Marco Rubio,0.93,
Jul 31 2015,Marco Rubio,0.79,
Aug 1 2015,Marco Rubio,0.64,
Aug 2 2015,Marco Rubio,0.64,
Aug 3 2015,Marco Rubio,0.61,
Aug 4 2015,Marco Rubio,0.90,
Aug 5 2015,Marco Rubio,1.04,
Aug 6 2015,Marco Rubio,1.73,
Aug 7 2015,Marco Rubio,21.60,
Aug 8 2015,Marco Rubio,6.96,
Aug 9 2015,Marco Rubio,4.31,
Aug 10 2015,Marco Rubio,2.95,
Aug 11 2015,Marco Rubio,2.33,
Aug 12 2015,Marco Rubio,1.87,
Aug 13 2015,Marco Rubio,1.33,
Aug 14 2015,Marco Rubio,1.55,
Aug 15 2015,Marco Rubio,1.26,
Aug 16 2015,Marco Rubio,1.24,
Aug 17 2015,Marco Rubio,1.07,
Aug 18 2015,Marco Rubio,1.89,
Aug 19 2015,Marco Rubio,2.02,
Aug 20 2015,Marco Rubio,1.61,
Aug 21 2015,Marco Rubio,1.47,
Aug 22 2015,Marco Rubio,1.23,
Aug 23 2015,Marco Rubio,1.06,
Aug 24 2015,Marco Rubio,0.81,
Aug 25 2015,Marco Rubio,0.83,
Aug 26 2015,Marco Rubio,1.11,
Aug 27 2015,Marco Rubio,0.95,
Aug 28 2015,Marco Rubio,1.36,
Aug 29 2015,Marco Rubio,1.01,
Aug 30 2015,Marco Rubio,0.85,
Aug 31 2015,Marco Rubio,0.88,
Sep 1 2015,Marco Rubio,0.84,
Sep 2 2015,Marco Rubio,0.76,
Sep 3 2015,Marco Rubio,0.92,
Sep 4 2015,Marco Rubio,0.91,
Sep 5 2015,Marco Rubio,0.73,
Sep 6 2015,Marco Rubio,0.84,
Sep 7 2015,Marco Rubio,0.65,
Sep 8 2015,Marco Rubio,0.72,
Sep 9 2015,Marco Rubio,0.60,
Sep 10 2015,Marco Rubio,0.77,
Sep 11 2015,Marco Rubio,0.70,
Sep 12 2015,Marco Rubio,0.68,
Sep 13 2015,Marco Rubio,0.61,
Sep 14 2015,Marco Rubio,0.68,
Sep 15 2015,Marco Rubio,2.45,
Sep 16 2015,Marco Rubio,2.17,
Sep 17 2015,Marco Rubio,19.07,
Sep 18 2015,Marco Rubio,5.11,
Sep 19 2015,Marco Rubio,3.76,
Sep 20 2015,Marco Rubio,2.42,
Sep 21 2015,Marco Rubio,2.71,
Sep 22 2015,Marco Rubio,3.04,
Sep 23 2015,Marco Rubio,2.44,
Sep 24 2015,Marco Rubio,3.01,
Sep 25 2015,Marco Rubio,3.97,
Sep 26 2015,Marco Rubio,3.26,
Sep 27 2015,Marco Rubio,1.82,
Sep 28 2015,Marco Rubio,1.93,
Sep 29 2015,Marco Rubio,1.93,
Sep 30 2015,Marco Rubio,2.27,
Oct 1 2015,Marco Rubio,1.96,
Oct 2 2015,Marco Rubio,1.76,
Oct 3 2015,Marco Rubio,1.44,
Oct 4 2015,Marco Rubio,1.30,
Oct 5 2015,Marco Rubio,1.65,
Oct 6 2015,Marco Rubio,2.94,
Oct 7 2015,Marco Rubio,2.06,
Oct 8 2015,Marco Rubio,1.51,
Oct 9 2015,Marco Rubio,1.52,
Oct 10 2015,Marco Rubio,1.12,
Oct 11 2015,Marco Rubio,1.19,
Oct 12 2015,Marco Rubio,1.23,
Oct 13 2015,Marco Rubio,1.21,
Oct 14 2015,Marco Rubio,2.13,
Oct 15 2015,Marco Rubio,1.69,
Oct 16 2015,Marco Rubio,1.62,
Oct 17 2015,Marco Rubio,1.10,
Oct 18 2015,Marco Rubio,1.27,
Oct 19 2015,Marco Rubio,1.29,
Oct 20 2015,Marco Rubio,1.39,
Oct 21 2015,Marco Rubio,1.58,
Oct 22 2015,Marco Rubio,1.28,
Oct 23 2015,Marco Rubio,1.43,
Oct 24 2015,Marco Rubio,1.21,
Oct 25 2015,Marco Rubio,1.48,
Oct 26 2015,Marco Rubio,2.23,
Oct 27 2015,Marco Rubio,1.99,
Oct 28 2015,Marco Rubio,3.10,
Oct 29 2015,Marco Rubio,20.57,
Oct 30 2015,Marco Rubio,7.85,
Oct 31 2015,Marco Rubio,6.59,
Nov 1 2015,Marco Rubio,4.60,
Nov 2 2015,Marco Rubio,3.49,
Nov 3 2015,Marco Rubio,3.61,
Nov 4 2015,Marco Rubio,4.19,
Nov 5 2015,Marco Rubio,3.54,
Nov 6 2015,Marco Rubio,3.75,
Nov 7 2015,Marco Rubio,2.27,
Nov 8 2015,Marco Rubio,2.52,
Nov 9 2015,Marco Rubio,2.42,
Nov 10 2015,Marco Rubio,3.12,
Nov 11 2015,Marco Rubio,12.08,
Nov 12 2015,Marco Rubio,5.39,
Nov 13 2015,Marco Rubio,3.39,
Nov 14 2015,Marco Rubio,2.58,
Nov 15 2015,Marco Rubio,2.89,
Nov 16 2015,Marco Rubio,2.69,
Nov 17 2015,Marco Rubio,2.40,
Nov 18 2015,Marco Rubio,2.33,
Nov 19 2015,Marco Rubio,2.51,
Nov 20 2015,Marco Rubio,2.20,
Nov 21 2015,Marco Rubio,1.67,
Nov 22 2015,Marco Rubio,1.84,
Nov 23 2015,Marco Rubio,2.42,
Nov 24 2015,Marco Rubio,2.45,
Nov 25 2015,Marco Rubio,1.99,
Nov 26 2015,Marco Rubio,2.24,
Nov 27 2015,Marco Rubio,1.57,
Nov 28 2015,Marco Rubio,1.49,
Nov 29 2015,Marco Rubio,1.71,
Nov 30 2015,Marco Rubio,1.61,
Dec 1 2015,Marco Rubio,2.04,
Dec 2 2015,Marco Rubio,2.68,
Dec 3 2015,Marco Rubio,2.18,
Dec 4 2015,Marco Rubio,3.21,
Dec 5 2015,Marco Rubio,2.51,
Dec 6 2015,Marco Rubio,2.23,
Dec 7 2015,Marco Rubio,2.73,
Dec 8 2015,Marco Rubio,2.71,
Dec 9 2015,Marco Rubio,2.82,
Dec 10 2015,Marco Rubio,2.73,
Dec 11 2015,Marco Rubio,2.33,
Dec 12 2015,Marco Rubio,2.22,
Dec 13 2015,Marco Rubio,2.56,
Dec 14 2015,Marco Rubio,3.44,
Dec 15 2015,Marco Rubio,3.53,
Dec 16 2015,Marco Rubio,14.67,
Dec 17 2015,Marco Rubio,4.88,
Dec 18 2015,Marco Rubio,3.12,
Dec 19 2015,Marco Rubio,2.99,
Dec 20 2015,Marco Rubio,3.37,
Dec 21 2015,Marco Rubio,2.53,
Dec 22 2015,Marco Rubio,2.44,
Dec 23 2015,Marco Rubio,2.46,
Dec 24 2015,Marco Rubio,2.21,
Dec 25 2015,Marco Rubio,2.10,
Dec 26 2015,Marco Rubio,1.54,
Dec 27 2015,Marco Rubio,1.83,
Dec 28 2015,Marco Rubio,1.59,
Dec 29 2015,Marco Rubio,1.70,
Dec 30 2015,Marco Rubio,1.93,
Dec 31 2015,Marco Rubio,2.04,
Jan 1 2016,Marco Rubio,1.90,
Jan 2 2016,Marco Rubio,1.61,
Jan 3 2016,Marco Rubio,1.66,
Jan 4 2016,Marco Rubio,1.73,
Jan 5 2016,Marco Rubio,2.24,
Jan 6 2016,Marco Rubio,2.72,
Jan 7 2016,Marco Rubio,4.50,
Jan 8 2016,Marco Rubio,3.52,
Jan 9 2016,Marco Rubio,3.29,
Jan 10 2016,Marco Rubio,3.36,
Jan 11 2016,Marco Rubio,2.12,
Jan 12 2016,Marco Rubio,2.46,
Jan 13 2016,Marco Rubio,3.95,
Jan 14 2016,Marco Rubio,2.78,
Jan 15 2016,Marco Rubio,8.41,
Jan 16 2016,Marco Rubio,4.23,
Jan 17 2016,Marco Rubio,5.61,
Jan 18 2016,Marco Rubio,3.73,
Jan 19 2016,Marco Rubio,3.38,
Jan 20 2016,Marco Rubio,3.27,
Jan 21 2016,Marco Rubio,3.50,
Jan 22 2016,Marco Rubio,4.67,
Jan 23 2016,Marco Rubio,3.49,
Jan 24 2016,Marco Rubio,4.69,
Jan 25 2016,Marco Rubio,3.90,
Jan 26 2016,Marco Rubio,3.76,
Jan 27 2016,Marco Rubio,3.67,
Jan 28 2016,Marco Rubio,4.25,
Jan 29 2016,Marco Rubio,13.07,
Jan 30 2016,Marco Rubio,6.83,
Jan 31 2016,Marco Rubio,6.78,
Feb 1 2016,Marco Rubio,7.70,
Feb 2 2016,Marco Rubio,40.19,
Feb 3 2016,Marco Rubio,18.22,
Feb 4 2016,Marco Rubio,15.77,
Feb 5 2016,Marco Rubio,11.63,
Feb 6 2016,Marco Rubio,11.96,
Feb 7 2016,Marco Rubio,34.86,
Feb 8 2016,Marco Rubio,15.75,
Feb 9 2016,Marco Rubio,15.17,
Feb 10 2016,Marco Rubio,19.51,
Feb 11 2016,Marco Rubio,9.76,
Feb 12 2016,Marco Rubio,7.39,
Feb 13 2016,Marco Rubio,5.89,
Feb 14 2016,Marco Rubio,18.00,
Feb 15 2016,Marco Rubio,7.81,
Feb 16 2016,Marco Rubio,7.25,
Feb 17 2016,Marco Rubio,8.26,
Feb 18 2016,Marco Rubio,13.68,
Feb 19 2016,Marco Rubio,10.37,
Feb 20 2016,Marco Rubio,10.57,
Feb 21 2016,Marco Rubio,29.55,
Feb 22 2016,Marco Rubio,16.01,
Feb 23 2016,Marco Rubio,15.20,
Feb 24 2016,Marco Rubio,15.94,
Feb 25 2016,Marco Rubio,12.06,
Feb 26 2016,Marco Rubio,44.60,
Feb 27 2016,Marco Rubio,31.35,
Feb 28 2016,Marco Rubio,23.91,
Feb 29 2016,Marco Rubio,18.74,
Mar 1 2016,Marco Rubio,27.06,
Mar 2 2016,Marco Rubio,35.95,
Mar 3 2016,Marco Rubio,15.88,
Mar 4 2016,Marco Rubio,28.01,
Mar 5 2016,Marco Rubio,15.93,
Mar 6 2016,Marco Rubio,21.19,
Mar 7 2016,Marco Rubio,14.65,
Mar 8 2016,Marco Rubio,12.90,
Mar 9 2016,Marco Rubio,18.98,
Mar 10 2016,Marco Rubio,14.06,
Mar 11 2016,Marco Rubio,20.32,
Mar 12 2016,Marco Rubio,12.45,
Mar 13 2016,Marco Rubio,12.24,
Mar 14 2016,Marco Rubio,10.73,
Mar 15 2016,Marco Rubio,15.88,
Mar 16 2016,Marco Rubio,60.44,
Mar 17 2016,Marco Rubio,11.40,
Mar 18 2016,Marco Rubio,7.21,
Mar 19 2016,Marco Rubio,5.16,
Mar 20 2016,Marco Rubio,4.20,
Mar 21 2016,Marco Rubio,3.44,
Jan 1 2015,Rick Santorum,0.00,
Jan 2 2015,Rick Santorum,0.00,
Jan 3 2015,Rick Santorum,0.00,
Jan 4 2015,Rick Santorum,0.00,
Jan 5 2015,Rick Santorum,0.00,
Jan 6 2015,Rick Santorum,0.00,
Jan 7 2015,Rick Santorum,0.00,
Jan 8 2015,Rick Santorum,0.00,
Jan 9 2015,Rick Santorum,0.00,
Jan 10 2015,Rick Santorum,0.00,
Jan 11 2015,Rick Santorum,0.00,
Jan 12 2015,Rick Santorum,0.00,
Jan 13 2015,Rick Santorum,0.00,
Jan 14 2015,Rick Santorum,0.00,
Jan 15 2015,Rick Santorum,0.00,
Jan 16 2015,Rick Santorum,0.00,
Jan 17 2015,Rick Santorum,0.00,
Jan 18 2015,Rick Santorum,0.00,
Jan 19 2015,Rick Santorum,0.00,
Jan 20 2015,Rick Santorum,0.00,
Jan 21 2015,Rick Santorum,0.00,
Jan 22 2015,Rick Santorum,0.00,
Jan 23 2015,Rick Santorum,0.00,
Jan 24 2015,Rick Santorum,0.00,
Jan 25 2015,Rick Santorum,0.00,
Jan 26 2015,Rick Santorum,0.00,
Jan 27 2015,Rick Santorum,0.00,
Jan 28 2015,Rick Santorum,0.00,
Jan 29 2015,Rick Santorum,0.00,
Jan 30 2015,Rick Santorum,0.00,
Jan 31 2015,Rick Santorum,0.00,
Feb 1 2015,Rick Santorum,0.00,
Feb 2 2015,Rick Santorum,0.00,
Feb 3 2015,Rick Santorum,0.00,
Feb 4 2015,Rick Santorum,0.00,
Feb 5 2015,Rick Santorum,0.00,
Feb 6 2015,Rick Santorum,0.00,
Feb 7 2015,Rick Santorum,0.00,
Feb 8 2015,Rick Santorum,0.70,
Feb 9 2015,Rick Santorum,0.57,
Feb 10 2015,Rick Santorum,0.57,
Feb 11 2015,Rick Santorum,0.00,
Feb 12 2015,Rick Santorum,0.00,
Feb 13 2015,Rick Santorum,0.00,
Feb 14 2015,Rick Santorum,0.00,
Feb 15 2015,Rick Santorum,0.00,
Feb 16 2015,Rick Santorum,0.00,
Feb 17 2015,Rick Santorum,0.00,
Feb 18 2015,Rick Santorum,0.00,
Feb 19 2015,Rick Santorum,0.00,
Feb 20 2015,Rick Santorum,0.00,
